Accession,Release_Date,Species,Molecule_type,Length,Geo_Location,USA,Host,Isolation_Source,Collection_Date
MW545470,2021-01-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29853,USA: California,CA,Homo sapiens,,2021-01-11
MW545471,2021-01-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29840,USA: California,CA,Homo sapiens,,2021-01-11
MW545472,2021-01-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29830,USA: California,CA,Homo sapiens,,2021-01-11
MW545473,2021-01-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29860,USA: California,CA,Homo sapiens,,2021-01-11
MW545474,2021-01-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29830,USA: California,CA,Homo sapiens,,2021-01-11
MW545475,2021-01-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29825,USA: California,CA,Homo sapiens,,2021-01-11
MW545476,2021-01-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29867,USA: California,CA,Homo sapiens,,2021-01-10
MW545477,2021-01-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29868,USA: California,CA,Homo sapiens,,2021-01-08
MW545478,2021-01-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29860,USA: California,CA,Homo sapiens,,2021-01-08
MW545479,2021-01-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29834,USA: California,CA,Homo sapiens,,2021-01-08
MW545480,2021-01-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29830,USA: California,CA,Homo sapiens,,2021-01-08
MW545481,2021-01-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29803,USA: California,CA,Homo sapiens,,2021-01-09
MW545482,2021-01-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29824,USA: California,CA,Homo sapiens,,2021-01-07
MW545483,2021-01-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29822,USA: California,CA,Homo sapiens,,2021-01-06
MW545484,2021-01-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29824,USA: California,CA,Homo sapiens,,2021-01-06
MW545485,2021-01-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29509,USA: FL,FL,Homo sapiens,,2021-01-05
MW545486,2021-01-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29521,USA: FL,FL,Homo sapiens,,2021-01-05
MW545487,2021-01-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29815,USA: FL,FL,Homo sapiens,,2021-01-05
MW545488,2021-01-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29525,USA: FL,FL,Homo sapiens,,2021-01-05
MW545489,2021-01-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29532,USA: FL,FL,Homo sapiens,,2021-01-05
MW545490,2021-01-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29848,USA: FL,FL,Homo sapiens,,2021-01-05
MW545491,2021-01-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29520,USA: FL,FL,Homo sapiens,,2021-01-05
MW545492,2021-01-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29521,USA: FL,FL,Homo sapiens,,2021-01-05
MW545493,2021-01-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29734,USA: FL,FL,Homo sapiens,,2021-01-05
MW545494,2021-01-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29509,USA: FL,FL,Homo sapiens,,2021-01-05
MW545495,2021-01-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29842,USA: FL,FL,Homo sapiens,,2021-01-05
MW545496,2021-01-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29591,USA: FL,FL,Homo sapiens,,2021-01-05
MW545497,2021-01-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29518,USA: FL,FL,Homo sapiens,,2021-01-06
MW545498,2021-01-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29517,USA: FL,FL,Homo sapiens,,2021-01-06
MW545499,2021-01-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29531,USA: FL,FL,Homo sapiens,,2021-01-06
MW545500,2021-01-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29810,USA: FL,FL,Homo sapiens,,2021-01-06
MW545501,2021-01-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29843,USA: FL,FL,Homo sapiens,,2021-01-06
MW545502,2021-01-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29516,USA: FL,FL,Homo sapiens,,2021-01-06
MW545503,2021-01-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29531,USA: FL,FL,Homo sapiens,,2021-01-06
MW545504,2021-01-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29534,USA: FL,FL,Homo sapiens,,2021-01-06
MW545505,2021-01-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29815,USA: FL,FL,Homo sapiens,,2021-01-06
MW545506,2021-01-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29535,USA: FL,FL,Homo sapiens,,2021-01-06
MW545507,2021-01-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29813,USA: FL,FL,Homo sapiens,,2021-01-07
MW545508,2021-01-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29524,USA: FL,FL,Homo sapiens,,2021-01-07
MW545509,2021-01-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29847,USA: FL,FL,Homo sapiens,,2021-01-07
MW545510,2021-01-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29532,USA: FL,FL,Homo sapiens,,2021-01-07
MW545511,2021-01-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29532,USA: FL,FL,Homo sapiens,,2021-01-07
MW545512,2021-01-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29517,USA: FL,FL,Homo sapiens,,2021-01-08
MW545513,2021-01-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29841,USA: FL,FL,Homo sapiens,,2021-01-08
MW545514,2021-01-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29524,USA: FL,FL,Homo sapiens,,2021-01-09
MW545515,2021-01-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29845,USA: FL,FL,Homo sapiens,,2021-01-08
MW545516,2021-01-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29790,USA: FL,FL,Homo sapiens,,2021-01-08
MW545517,2021-01-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29521,USA: FL,FL,Homo sapiens,,2021-01-11
MW545518,2021-01-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29575,USA: FL,FL,Homo sapiens,,2021-01-11
MW545519,2021-01-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29532,USA: FL,FL,Homo sapiens,,2021-01-11
MW545520,2021-01-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29531,USA: FL,FL,Homo sapiens,,2021-01-11
MW545521,2021-01-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29848,USA: FL,FL,Homo sapiens,,2021-01-11
MW545522,2021-01-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29532,USA: FL,FL,Homo sapiens,,2021-01-09
MW545523,2021-01-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29547,USA: FL,FL,Homo sapiens,,2021-01-12
MW545524,2021-01-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29523,USA: FL,FL,Homo sapiens,,2021-01-12
MW545526,2021-01-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29524,USA: FL,FL,Homo sapiens,,2021-01-09
MW487270,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29713,"USA: Ithaca, NY",NY,Homo sapiens,"saliva, oronasopharynx",2021-01-07
MW540252,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29813,USA,,Homo sapiens,oronasopharynx,2021-01-06
MW540253,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29815,USA,,Homo sapiens,oronasopharynx,2021-01-06
MW540254,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29741,USA,,Homo sapiens,oronasopharynx,2021-01-06
MW540255,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29813,USA,,Homo sapiens,oronasopharynx,2021-01-06
MW540256,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29865,USA,,Homo sapiens,oronasopharynx,2021-01-06
MW540257,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29865,USA,,Homo sapiens,oronasopharynx,2021-01-06
MW540258,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29321,USA,,Homo sapiens,oronasopharynx,2021-01-06
MW540259,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29753,USA,,Homo sapiens,oronasopharynx,2021-01-06
MW540285,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29647,USA,,Homo sapiens,oronasopharynx,2021-01-04
MW540286,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29636,USA,,Homo sapiens,oronasopharynx,2021-01-04
MW540287,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29637,USA,,Homo sapiens,oronasopharynx,2021-01-04
MW540288,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29637,USA,,Homo sapiens,oronasopharynx,2021-01-05
MW540289,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29789,USA,,Homo sapiens,oronasopharynx,2021-01-05
MW540290,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29617,USA,,Homo sapiens,oronasopharynx,2021-01-05
MW540291,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29789,USA,,Homo sapiens,oronasopharynx,2021-01-05
MW540292,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29582,USA,,Homo sapiens,oronasopharynx,2021-01-05
MW540293,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29785,USA,,Homo sapiens,oronasopharynx,2021-01-05
MW540294,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29646,USA,,Homo sapiens,oronasopharynx,2021-01-05
MW540295,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29645,USA,,Homo sapiens,oronasopharynx,2021-01-04
MW540296,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29319,USA,,Homo sapiens,oronasopharynx,2021-01-05
MW540297,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29832,USA,,Homo sapiens,oronasopharynx,2021-01-05
MW540298,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29806,USA,,Homo sapiens,oronasopharynx,2021-01-05
MW540299,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29758,USA,,Homo sapiens,oronasopharynx,2021-01-06
MW540300,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29865,USA,,Homo sapiens,oronasopharynx,2021-01-07
MW540301,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29866,USA,,Homo sapiens,oronasopharynx,2021-01-08
MW540302,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29796,USA,,Homo sapiens,oronasopharynx,2021-01-05
MW540303,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29796,USA,,Homo sapiens,oronasopharynx,2021-01-11
MW540304,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29786,USA,,Homo sapiens,oronasopharynx,2021-01-05
MW540305,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29837,USA,,Homo sapiens,oronasopharynx,2021-01-07
MW540306,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29859,USA,,Homo sapiens,oronasopharynx,2021-01-05
MW540307,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29859,USA,,Homo sapiens,oronasopharynx,2021-01-07
MW540308,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29865,USA,,Homo sapiens,oronasopharynx,2021-01-08
MW540309,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29797,USA,,Homo sapiens,oronasopharynx,2021-01-05
MW540310,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29845,USA,,Homo sapiens,oronasopharynx,2021-01-05
MW540311,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29798,USA,,Homo sapiens,oronasopharynx,2021-01-05
MW540312,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29868,USA,,Homo sapiens,oronasopharynx,2021-01-05
MW540313,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29864,USA,,Homo sapiens,oronasopharynx,2021-01-05
MW540314,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29740,USA,,Homo sapiens,oronasopharynx,2021-01-05
MW540315,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29775,USA,,Homo sapiens,oronasopharynx,2021-01-05
MW540316,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29835,USA,,Homo sapiens,oronasopharynx,2021-01-05
MW540317,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29803,USA,,Homo sapiens,oronasopharynx,2021-01-07
MW540318,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29659,USA,,Homo sapiens,oronasopharynx,2021-01-07
MW540319,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29805,USA,,Homo sapiens,oronasopharynx,2021-01-11
MW540320,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29865,USA,,Homo sapiens,oronasopharynx,2021-01-11
MW540321,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29764,USA,,Homo sapiens,oronasopharynx,2021-01-11
MW540322,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29880,USA,,Homo sapiens,oronasopharynx,2021-01-19
MW540323,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29812,USA,,Homo sapiens,oronasopharynx,2021-01-19
MW540324,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29813,USA,,Homo sapiens,oronasopharynx,2021-01-19
MW540325,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29803,USA,,Homo sapiens,oronasopharynx,2021-01-19
MW540326,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29835,USA,,Homo sapiens,oronasopharynx,2021-01-19
MW540327,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29818,USA,,Homo sapiens,oronasopharynx,2021-01-19
MW540328,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29812,USA,,Homo sapiens,oronasopharynx,2021-01-19
MW540329,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29815,USA,,Homo sapiens,oronasopharynx,2021-01-19
MW540330,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29812,USA,,Homo sapiens,oronasopharynx,2021-01-19
MW540331,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29864,USA,,Homo sapiens,oronasopharynx,2021-01-19
MW540332,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29843,USA,,Homo sapiens,oronasopharynx,2021-01-19
MW540333,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29801,USA,,Homo sapiens,oronasopharynx,2021-01-19
MW540334,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29811,USA,,Homo sapiens,oronasopharynx,2021-01-19
MW540335,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29811,USA,,Homo sapiens,oronasopharynx,2021-01-19
MW540336,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29826,USA,,Homo sapiens,oronasopharynx,2021-01-15
MW540340,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29815,USA,,Homo sapiens,oronasopharynx,2021-01-11
MW540341,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29827,USA,,Homo sapiens,oronasopharynx,2021-01-11
MW540342,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29819,USA,,Homo sapiens,oronasopharynx,2021-01-12
MW540343,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29812,USA,,Homo sapiens,oronasopharynx,2021-01-04
MW540344,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29812,USA,,Homo sapiens,oronasopharynx,2021-01-09
MW540345,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29808,USA,,Homo sapiens,oronasopharynx,2021-01-12
MW540346,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29811,USA,,Homo sapiens,oronasopharynx,2021-01-08
MW540347,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29813,USA,,Homo sapiens,oronasopharynx,2021-01-03
MW540348,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29813,USA,,Homo sapiens,oronasopharynx,2021-01-08
MW540349,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29803,USA,,Homo sapiens,oronasopharynx,2021-01-04
MW540350,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29814,USA,,Homo sapiens,oronasopharynx,2021-01-09
MW540351,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29804,USA,,Homo sapiens,oronasopharynx,2021-01-11
MW540352,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29835,USA,,Homo sapiens,oronasopharynx,2021-01-17
MW540354,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29805,USA,,Homo sapiens,oronasopharynx,2021-01-19
MW540355,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29835,USA,,Homo sapiens,oronasopharynx,2021-01-19
MW540356,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29812,USA,,Homo sapiens,oronasopharynx,2021-01-19
MW540357,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29813,USA,,Homo sapiens,oronasopharynx,2021-01-19
MW540358,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29900,USA,,Homo sapiens,oronasopharynx,2021-01-19
MW540359,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29812,USA,,Homo sapiens,oronasopharynx,2021-01-19
MW540360,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29808,USA,,Homo sapiens,oronasopharynx,2021-01-14
MW540361,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29797,USA,,Homo sapiens,oronasopharynx,2021-01-14
MW540362,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29806,USA,,Homo sapiens,oronasopharynx,2021-01-11
MW540363,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29797,USA,,Homo sapiens,oronasopharynx,2021-01-11
MW540364,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29811,USA,,Homo sapiens,oronasopharynx,2021-01-11
MW540365,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29798,USA,,Homo sapiens,oronasopharynx,2021-01-11
MW540366,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29791,USA,,Homo sapiens,oronasopharynx,2021-01-11
MW540367,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29836,USA,,Homo sapiens,oronasopharynx,2021-01-12
MW540368,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29812,USA,,Homo sapiens,oronasopharynx,2021-01-12
MW540369,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29827,USA,,Homo sapiens,oronasopharynx,2021-01-12
MW540370,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29812,USA,,Homo sapiens,oronasopharynx,2021-01-12
MW540371,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29836,USA,,Homo sapiens,oronasopharynx,2021-01-17
MW540372,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29815,USA,,Homo sapiens,oronasopharynx,2021-01-13
MW540373,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29813,USA,,Homo sapiens,oronasopharynx,2021-01-13
MW540374,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29809,USA,,Homo sapiens,oronasopharynx,2021-01-13
MW540375,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29816,USA,,Homo sapiens,oronasopharynx,2021-01-13
MW540376,2021-01-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29813,USA,,Homo sapiens,oronasopharynx,2021-01-14
MW528753,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-15
MW528754,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-15
MW528755,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-15
MW528756,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29735,USA: CA,CA,Homo sapiens,,2021-01-15
MW528757,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-15
MW528758,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-15
MW528759,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29773,USA: CA,CA,Homo sapiens,,2021-01-15
MW528760,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-15
MW528761,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-15
MW528762,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-15
MW528763,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-15
MW528764,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-15
MW528765,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29773,USA: CA,CA,Homo sapiens,,2021-01-15
MW528766,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29698,USA: CA,CA,Homo sapiens,,2021-01-15
MW528767,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-15
MW528768,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-15
MW528769,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-15
MW528770,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-15
MW528771,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-15
MW528772,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-15
MW528773,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-15
MW528774,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-15
MW528775,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-15
MW528776,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29776,USA: CA,CA,Homo sapiens,,2021-01-15
MW528777,2021-01-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29782,USA: CA,CA,Homo sapiens,,2021-01-14
